etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Output {GOLD}
77     | ... | ... | #naiːssˈon# | *#nɑiːssˈon# | *#nɑˈissʊn# | *#nɑˈissun# | *#naˈissun# | *#nəˈiʃũn# | *#nəˈiːʃə# | *#nˈiːʃ# {GOLD: >*} | *#nˈiːʃ# | *#nˈiʃ# | *#nˈiʃ# {GOLD: #nˈiʃ#}
78     | ... | ... | ... | ... | ... | ... | ... | #lˌanɡˈɔː# | *#lˌanɡˈuo̯# | *#lˌaŋɡˈuo̯# {GOLD: >*} | *#lˌaɲ̈ɡˈua̯# | *#laɲ̈ɡˈua̯# | *#laŋɡˈua̯# {GOLD: #laŋɡˈua̯#}
79     | ... | ... | #lˈakʰanon# | *#lˈɑkʰɑnon# | *#lˈɑkʰɑnʊ# | *#lˈɑkɑnu# | *#lˈakɑ̃ɾ̃u# | *#lˈakɐɾ̃u# | *#lˈakɐɾ̃ə# | *#lˈakəɾ̃# {GOLD: #lˈakəɾ̃ə#} | *#lˈakəɾ̃# | *#lˈakəɾ# | *#lˈakəɾ# {GOLD: #lˈakəɾ#}
80     | ... | ... | ... | ... | #lˈabrikʰon# | *#lˈaːrkon# | *#lˈaːrkon# | *#lˈaːɾkɔ̃n# | *#lˈaːɾkə# | *#lˈaːɾk# {GOLD: >*} | *#lˈaːɾk# | *#lˈaɾk# | *#lˈaɾk# {GOLD: #lˈabɾik#}
81     | ... | ... | ... | ... | #ˌɛlemˈɔsinɑ# | *#ˌɛlemˈosinɑ# | *#lɪmˈosɑ̃ɾ̃a# | *#lə̃mˈɔʃɐɾ̃a# | *#lə̃mˈɔːʃɐɾ̃a# | *#lə̃mˈɔːʃəɾ̃ə# {GOLD: >*} | *#lə̃mˈɔːʃəɾ̃# | *#ləmˈɔʃəɾ# | *#ləmˈɔʃəɾ# {GOLD: #ləmˈɔʃtəɾ#}
82     | ... | ... | #lˌekˈanɛːn# | *#ləkˈɑnɛːn# | *#ləkˈɑnɛː# | *#ləkˈɑnɛ# | *#ləcˈenɪ# | *#ləcˈẽɾ̃ɪ# | *#ləcˈɛ̃ːnːə# | *#ləcˈɛ̃ːnː# {GOLD: #ləkˈæ̃n#} | *#ləcˈɛ̃ːn# | *#licˈɛn# | *#licˈɛn# {GOLD: #licˈɛn#}
83     | ... | ... | ... | ... | ... | ... | ... | #lˌivˈaðja# | *#lˌivˈaðja# | *#lˌivˈaðɛ# {GOLD: >*} | *#lˌivˈaðɛ# | *#livˈaðɛ# | *#livˈaðɛ# {GOLD: #livˈaðɛ#}
84     | ... | ... | #ɦelɛːwˈaːnioː# | *#elɛːwˈɒːnjoː# | *#ɛlˈɛːwɒːnju# | *#ɛlˈøːoɲu# | *#lˈøːoɲu# | *#lˈœ̃ːɲu# | *#lˈỹe̯ɲə# | *#lˈỹe̯ɲ# {GOLD: >*} | *#lˈỹe̯ɲ# | *#lˈye̯ɲ# | *#lˈye̯j# {GOLD: #lˈye̯j#}
85     | ... | ... | #lˈuːma# | *#lˈuːmɑ# | *#lˈuːmɑ# | *#lˈymɑ# | *#lˈyma# | *#lˈỹma# | *#lˈỹma# | *#lˈỹmə# {GOLD: >*} | *#lˈỹmə# | *#lˈymə# | *#lˈymə# {GOLD: #lˈymə#}
86     | ... | ... | ... | ... | #lˌiβˈɑði# | *#lˈiβɑði# | *#lˈiwaðɪ# | *#lˈuə̯ðɪ# | *#lˈuo̯ðə# | *#lˈuo̯ð# {GOLD: >*} | *#lˈua̯ð# | *#lˈua̯ð# | *#lˈua̯ð# {GOLD: #lˈua̯ð#}
87     | ... | ... | ... | ... | ... | ... | ... | #rˈasa# | *#rˈaːsa# | *#ɾˈaːsə# {GOLD: >*} | *#ɾˈaːsə# | *#ɾˈasə# | *#ɾˈasə# {GOLD: #ɾˈasə#}
88     | ... | ... | #ɦˌarˈenton# | *#ɐrˈenton# | *#ɐrˈɛntʊ# | *#ɐrˈɛntu# | *#ɐːrˈɛntu# | *#ɐɾˈɛ̃ntu# | *#ɾˈɛ̃ndə# | *#ɾˈɛ̃nd# {GOLD: >*} | *#ɾˈɛ̃nd# | *#ɾˈɛnd# | *#ɾˈɛnd# {GOLD: #ɾˈɛnd#}
89     | ... | ... | ... | ... | ... | ... | ... | #rˈiɣa# | *#rˈiɡa# | *#ɾˈiɡə# {GOLD: >*} | *#ɾˈiɡə# | *#ɾˈiɡə# | *#ɾˈiɡə# {GOLD: #ɾˈiɡə#}
90     | ... | ... | ... | ... | ... | ... | ... | #rˈikja# | *#rˈikja# | *#ɾˈikɛ# {GOLD: >*} | *#ɾˈikɛ# | *#ɾˈikɛ# | *#ɾˈicɛ# {GOLD: #ɾˈicɛ#}
91     | ... | ... | ... | ... | ... | ... | ... | #rˈɔza# | *#rˈɔːza# | *#ɾˈɔːzə# {GOLD: >*} | *#ɾˈɔːzə# | *#ɾˈɔzə# | *#ɾˈɔzə# {GOLD: #ɾˈɔzə#}
92     | ... | ... | ... | ... | ... | ... | ... | #rˈussɔn# | *#rˈuːsːə# | *#ɾˈuːsː# {GOLD: >*} | *#ɾˈuːsː# | *#ɾˈus# | *#ɾˈus# {GOLD: #ɾˈus#}
93     | ... | ... | ... | ... | #rˈɑpin# | *#rˈepin# | *#rːˈepɪn# | *#rːˈepɪ̃n# | *#rːˈɛpə̃# | *#rˈɛp# {GOLD: >*} | *#rˈɛp# | *#rˈɛp# | *#rˈɛp# {GOLD: #rˈɛp#}
94     | ... | ... | ... | ... | #rˈɔɣɑ# | *#rˈoɣɑ# | *#rːˈoɣa# | *#rːˈɔɣa# | *#rːˈɔɡa# | *#rˈɔɡə# {GOLD: >*} | *#rˈɔɡə# | *#rˈɔɡə# | *#rˈɔɡə# {GOLD: #rˈɔɡə#}
95     | ... | ... | #pˈawla# | *#pˈɑwlɑ# | *#pˈɑwlɑ# | *#pˈɑwlɑ# | *#pˈawla# | *#pˈaːla# | *#pˈaːlˠa# | *#pˈaːlˠə# {GOLD: >*} | *#pˈaːlˠə# | *#pˈalˠə# | *#pˈalˠə# {GOLD: #pˈalˠə#}
96     | ... | ... | ... | ... | #prˌykˈiɑ# | *#prˌykˈijɑ# | *#prˌycˈija# | *#pɾˌycˈija# | *#pɾˌycˈija# | *#pɾ̩cˈiː# {GOLD: >*} | *#pɾ̩cˈiː# | *#pɾ̩cˈi# | *#pəɾcˈi# {GOLD: #pəɾcˈi#}
97     | ... | ... | ... | ... | #prˌɔːtɔɡˈɛnnɛːmɑ# | *#prˌøtoɡˈɛnːɛmɑ# | *#prˌøtoɟˈinːɪma# | *#pɾˌœtəɟˈĩnːma# | *#pɾˌɛtəɟˈĩmːa# | *#pɾ̩təɟˈĩmːə# {GOLD: >*} | *#pɾ̩təɟˈĩmə# | *#pɾ̩təɟˈimə# | *#pəɾtəɟˈimə# {GOLD: #pəɾɟˈim#}
98     | ... | ... | ... | ... | ... | ... | ... | #prˌinˈɑrɔ# | *#prˌinˈɑːrə# | *#pɾˌinˈaːɾ# {GOLD: >*} | *#pɾˌinˈaːɾ# | *#pɾinˈaɾ# | *#pɾinˈaɾ# {GOLD: #pəɾnˈaɾ#}
99     | ... | ... | ... | ... | ... | ... | ... | #pˌɛtˈavrɔ# | *#pˌɛtˈaːvrə# | *#pˌɛtˈaːvɾ̩# {GOLD: >*} | *#pˌɛtˈaːvɾ̩# | *#pɛtˈavɾ̩# | *#pɛtˈavəɾ# {GOLD: #pɛtˈavəɾ#}
100    | ... | ... | ... | ... | ... | ... | ... | #pˌɛðˈɑnɑ# | *#pˌɛðˈɑnɑ# | *#pˌɛðˈanə# {GOLD: >*} | *#pˌɛðˈanə# | *#pɛðˈanə# | *#pɛðˈanə# {GOLD: #pɛðˈanə#}
101    | ... | ... | #pˈelaɡon# | *#pˈelɑɡon# | *#pˈɛlɑɡʊ# | *#pˈɛlɑɡu# | *#pˈɛlaɡu# | *#pˈɛlɐɡu# | *#pˈɛːlˠɐɡə# | *#pˈɛːlˠəɡ# {GOLD: #pˈɛlˠəɡ#} | *#pˈɛːlˠəɡ# | *#pˈɛlˠəɡ# | *#pˈɛlˠɡ# {GOLD: #pˈɛlˠɡ#}
102    | ... | ... | ... | ... | #plˈɑɣjɑ# | *#plˈɑɣjɑ# | *#plˈaɣja# | *#plˈaɣja# | *#plˈaja# | *#plˠˈajə# {GOLD: >*} | *#plˠˈajə# | *#plˠˈajə# | *#plˠˈajə# {GOLD: #plˠˈajə#}
103    | ... | ... | #pʰˌɑlˈɑnɡon# | *#pʰɐlˈɑnɡon# | *#pʰɐlˈɑŋɡʊ# | *#pɐlˈɑŋɡu# | *#pɐlˈaŋɡu# | *#pəlˈãŋɡu# | *#pəlˠˈɛ̃ŋɡə# | *#pəlˠˈɛ̃ŋɡ# {GOLD: >*} | *#pəlˠˈɛ̃ɲ̈ɡ# | *#pəlˠˈɛɲ̈ɡ# | *#pəlˠˈɛŋɡ# {GOLD: #plˈɛŋɡ#}
104    | ... | ... | #pʰˌɑlˈɑnɡɑ# | *#pʰɐlˈɑnɡɑ# | *#pʰɐlˈɑŋɡɑ# | *#pɐlˈɑŋɡɑ# | *#pɐlˈaŋɡa# | *#pəlˈãŋɡa# | *#pəlˠˈɛ̃ŋɡa# | *#pəlˠˈɛ̃ŋɡə# {GOLD: >*} | *#pəlˠˈɛ̃ɲ̈ɡə# | *#pəlˠˈɛɲ̈ɡə# | *#pəlˠˈɛŋɡə# {GOLD: #plˈɛŋɡə#}
105    | ... | ... | ... | ... | ... | ... | ... | #plˈɔːri# | *#plˈuo̯rə# | *#plˈuo̯ɾ# {GOLD: >*} | *#plˈua̯ɾ# | *#plˈua̯ɾ# | *#plˈua̯ɾ# {GOLD: #plˈua̯ɾ#}
106    | ... | ... | ... | ... | #pˌarˈɛːlon# | *#pˌarˈɛlon# | *#pərˈɛlon# | *#pəɾˈɛlɔ̃n# | *#pəɾˈɛːlˠə# | *#pəɾˈɛːlˠ# {GOLD: >*} | *#pəɾˈɛːlˠ# | *#pɾˈɛlˠ# | *#pɾˈɛlˠ# {GOLD: #pɾˈɛlˠ#}
107    | ... | ... | #prˈason# | *#prˈɑson# | *#prˈɑsʊ# | *#prˈɑsu# | *#prˈasu# | *#pɾˈaʃu# | *#pɾˈaːʃə# | *#pɾˈaːʃ# {GOLD: >*} | *#pɾˈaːʃ# | *#pɾˈaʃ# | *#pɾˈaʃ# {GOLD: #pɾˈɛʃ#}
108    | ... | ... | #brˈoːtakʰon# | *#brˈoːtɑkʰon# | *#brˈoːtɑkʰʊ# | *#brˈøtku# | *#brˈøtku# | *#bɾˈœtku# | *#bɾˈɛtkə# | *#bɾˈɛtk# {GOLD: #bɾˈɛtək#} | *#bɾˈɛtk# | *#bɾˈɛtk# | *#bɾˈɛtk# {GOLD: #bɾˈɛtk#}
109    | ... | ... | #brˈukaː# | *#brˈukɑ# | *#brˈʊkɑ# | *#brˈukɑ# | *#brˈuka# | *#bɾˈuka# | *#bɾˈuka# | *#bɾˈukə# {GOLD: >*} | *#bɾˈukə# | *#bɾˈukə# | *#bɾˈukə# {GOLD: #bɾˈukə#}
110    | ... | ... | ... | ... | ... | ... | ... | #fˌakjˈɔli# | *#fˌakjˈɔːlˠə# | *#fˌakjˈɔːlˠ# {GOLD: >*} | *#fˌakjˈɔːlˠ# | *#facˈɔlˠ# | *#facˈɔlˠ# {GOLD: #facˈɔlˠ#}
111    | ... | ... | ... | ... | #fˌɑkiˈɔlɑ# | *#fˌɑkjˈolɑ# | *#fˌacˈøla# | *#fəcˈœla# | *#fcˈɔːlˠa# | *#fcˈɔːlˠə# {GOLD: >*} | *#fcˈɔːlˠə# | *#fcˈɔlˠə# | *#fcˈɔlˠə# {GOLD: #fcˈɔlˠə#}
112    | ... | ... | ... | ... | ... | ... | ... | #flˌamˈuːri# | *#flˌamˈuːrə# | *#flˌamˈuːɾ# {GOLD: >*} | *#flˌamˈuːɾ# | *#flamˈuɾ# | *#flamˈuɾ# {GOLD: #flamˈuɾ#}
113    | ... | ... | ... | ... | ... | ... | ... | #frˌant͡sˈɔla# | *#frˌand͡zˈɔːlˠa# | *#fɾˌand͡zˈɔːlˠə# {GOLD: >*} | *#fɾˌand͡zˈɔːlˠə# | *#fɾand͡zˈɔlˠə# | *#fɾand͡zˈɔlˠə# {GOLD: #fɾand͡zˈɔlˠə#}
114    | ... | ... | #ɦˈorɡon# | *#ˈorɡon# | *#ˈɒrɡʊ# | *#ˈorɡu# | *#ˈorɡu# | *#ˈɔːɾɡu# | *#ˈuo̯ɾɡə# | *#wˈɔɾɡ# {GOLD: >*} | *#vˈaɾɡ# | *#vˈaɾɡ# | *#vˈaɾɡ# {GOLD: #vˈaɾɡ#}
115    | ... | ... | ... | ... | ... | ... | ... | #mˌaɡˈiːa# | *#mˌaɡˈiːa# | *#mˌaɡˈiː# {GOLD: >*} | *#mˌaɡˈiː# | *#maɡˈi# | *#maɟˈi# {GOLD: #maɟˈi#}
116    | ... | ... | ... | ... | ... | ... | ... | #mˌanuːʃˈakja# | *#mˌanuːʃˈakja# | *#mˌanuːʃˈakɛ# {GOLD: >*} | *#mˌanuːʃˈakɛ# | *#manuʃˈakɛ# | *#manuʃˈacɛ# {GOLD: #manuʃˈacɛ#}
117    | ... | ... | ... | ... | ... | ... | ... | #mˌantˈilja# | *#mˌandˈiːlja# | *#mˌandˈiːlɛ# {GOLD: >*} | *#mˌandˈiːlɛ# | *#mandˈilɛ# | *#mandˈilɛ# {GOLD: #mandˈilɛ#}
118    | ... | ... | ... | ... | #ˌɑmˈɑːrɑki# | *#ˌɑmˈɑrɑki# | *#mˈaracɪ# | *#mˈaɾɐcɪ# | *#mˈaːɾɐcə# | *#mˈaːɾəc# {GOLD: >*} | *#mˈaːɾəc# | *#mˈaɾəc# | *#mˈaɾc# {GOLD: #maɾˈac#}
119    | ... | ... | #mˈaradrion# | *#mˌɑrrˈɑdrjon# | *#mˌɑrrˈɑdʎʊ# | *#mˌɑrrˈɑdʎu# | *#mˌarrˈaðʎu# | *#məɾɾˈaðʎu# | *#mərːˈaːʎə# | *#mərˈaːʎ# {GOLD: >*} | *#mərˈaːʎ# | *#mərˈaj# | *#mərˈaj# {GOLD: #marˈaj#}
120    | ... | ... | #mˈatɛː# | *#mˈɑtɛː# | *#mˈɑtɛː# | *#mˈɑtɛ# | *#mˈatɪ# | *#mˈatɪ# | *#mˈatə# | *#mˈat# {GOLD: #mˈat#} | *#mˈat# | *#mˈat# | *#mˈat# {GOLD: #mˈat#}
121    | ... | ... | #mˌalˈaɡaː# | *#mˌɑlˈɑɡɑ# | *#mˌɑlˈɑɡɑ# | *#mˌɑlˈɑɡɑ# | *#mˌalˈaɡa# | *#mˌɐlˈaɡa# | *#mˌɐlˠˈaɡa# | *#mˌəlˠˈaɡə# {GOLD: >*} | *#mˌəlˠˈaɡə# | *#məlˠˈaɡə# | *#məlˠˈaɡə# {GOLD: #məlˠˈaɡə#}
122    | ... | ... | #mˌastˈikʰinon# | *#mˌɑstˈekʰənon# | *#mˌɑstˈɛkʰənʊ# | *#mˌɑstˈɛkənu# | *#mɪstˈɛkɑ̃ɾ̃u# | *#mɪʃtˈɛkɐɾ̃u# | *#məʃtˈɛkɐɾ̃ə# | *#məʃtˈɛkəɾ̃# {GOLD: >*} | *#məʃtˈɛkəɾ̃# | *#məʃtˈɛkəɾ# | *#məʃtˈɛkəɾ# {GOLD: #məʃtˈɛkəɾ#}
123    | ... | ... | #mˌanˈiːa# | *#mˌɑnˈiːɑ# | *#mˌɑnˈiɑ# | *#mˌɑnˈijɑ# | *#mˌanˈija# | *#mə̃ɾ̃ˈija# | *#mə̃ɾ̃ˈija# | *#mə̃ɾ̃ˈiː# {GOLD: #məɾ̃ˈi#} | *#mə̃ɾ̃ˈiː# | *#məɾˈi# | *#məɾˈi# {GOLD: #məɾˈi#}
124    | ... | ... | #mˈaradria# | *#mˌɑrrˈɑdrjɑ# | *#mˌɑrrˈɑdʎɑ# | *#mˌɑrrˈɑdʎɑ# | *#mˌarrˈaðʎa# | *#məɾɾˈaðʎa# | *#mərːˈaːʎa# | *#mərˈaːʎə# {GOLD: >*} | *#mərˈaːʎə# | *#mərˈajə# | *#mərˈajə# {GOLD: #mərˈajə#}
125    | ... | ... | #mˈanɡanon# | *#mˈɑnɡɑnon# | *#mˈɑŋɡɑnʊ# | *#mˈɑŋɡɑnu# | *#mˈaŋɡɑ̃ɾ̃u# | *#mˈãŋɡɐɾ̃u# | *#mˈãŋɡɐɾ̃ə# | *#mˈʌ̃ŋɡəɾ̃# {GOLD: #mˈãŋɡəɾ̃ə#} | *#mˈə̃ɲ̈ɡəɾ̃# | *#mˈəɲ̈ɡəɾ# | *#mˈəŋɡəɾ# {GOLD: #mˈəŋɡəɾ#}
126    | ... | ... | ... | ... | #mˌɛtˈoːxjɔ# | *#mˌɛtˈøxjo# | *#mɪ̃tˈøxjo# | *#mə̃ntˈœxjɔ# | *#mə̃ndˈɛxjə# | *#mə̃ndˈɛxj# {GOLD: >*} | *#mə̃ndˈɛhj# | *#məndˈɛhj# | *#məndˈɛhj# {GOLD: #mɛtˈɛh#}
127    | ... | ... | #mˈita# | *#mˈetɑ# | *#mˈɛtɑ# | *#mˈɛtɑ# | *#mˈɛta# | *#mˈɛːta# | *#mˈie̯ta# | *#mjˈɛtə# {GOLD: >*} | *#mjˈɛtə# | *#mjˈɛtə# | *#mjˈɛtə# {GOLD: #mjˈɛtə#}
128    | ... | ... | #mˌaːkʰanˈaː# | *#mˌɒːkʰɐnˈɑː# | *#mˈɒːkʰɑnɑː# | *#mˈokɑnɑ# | *#mˈokɑ̃ɾ̃a# | *#mˈɔkɐɾ̃a# | *#mˈɔkɐɾ̃a# | *#mˈɔkəɾ̃ə# {GOLD: #mˈɔkəɾ̃ə#} | *#mˈɔkəɾ̃# | *#mˈɔkəɾ# | *#mˈɔkəɾ# {GOLD: #mˈɔkəɾ#}
129    | ... | ... | #mˈaːla# | *#mˈɒːlɑ# | *#mˈɒːlɑ# | *#mˈolɑ# | *#mˈola# | *#mˈɔla# | *#mˈɔːlˠa# | *#mˈɔːlˠə# {GOLD: >*} | *#mˈɔːlˠə# | *#mˈɔlˠə# | *#mˈɔlˠə# {GOLD: #mˈɔlˠə#}
